issue_no,comment_no,comment_body
8064,440606820,"b'See the tests failed on Jenkins\n\nOn Wed, Nov 21, 2018 at 12:05 PM Tal Weiss <notifications@github.com> wrote:\n\n> I only ran FastTest\n>\n> \xe2\x80\x94\n> You are receiving this because you are subscribed to this thread.\n> Reply to this email directly, view it on GitHub\n> <https://github.com/ravendb/ravendb/pull/8064#issuecomment-440606640>, or mute\n> the thread\n> <https://github.com/notifications/unsubscribe-auth/AB4wALxJLxBZZemGcc7tFUSGtALgFJtgks5uxSVzgaJpZM4YphiK>\n> .\n>\n\n\n-- \n<https://ravendb.net/> *Oren Eini*\n*CEO   /   Hibernating Rhinos LTD <https://hibernatingrhinos.com/>*\nMobile:  +972-52-548-6969\nSales:  sales@ravendb.net\nSkype:  ayenderahien\nSupport:  support@ravendb.net\n'"
8075,440702778,"b""Note: haven't did a proper performance test yet."""
8072,440720258,"b""Got some Windows failures now, please don't merge"""
8002,440725174,b'Will open another PR for this issue'
8072,440758923,b'@ppekrol when we set bInheritHandles to false we also turned off the inheritance of the standard handles. I think we need to turn it back on and set the flags to include only STARTF_USESTDHANDLES.\r\n\r\nSee: https://docs.microsoft.com/en-us/windows/desktop/ProcThread/inheritance\r\n'
8075,440947955,b'From my tests there is no performance hit.\r\nBoth server and client are local\r\nSingle bulk insert is ~20k doc/s\r\n5 Parallel bulk insert tasks ~80k docs/s '
8079,441050870,"b""This doesn't compile"""
8077,441065327,b'We need this on 4.0 as well'
8080,441182617,b'@aviviadi Can you fix compilation?'
8078,441184716,b'Please create a test'
8072,441193080,"b""@iftahbe This is exactly that MS is setting when input/output/error is redirected: https://github.com/dotnet/corefx/blob/53d1d60e3dca6c9cc61cfac628b393de27fff649/src/System.Diagnostics.Process/src/System/Diagnostics/Process.Windows.cs#L501\r\n\r\nBut in order for it to work, we need to set 'inheritHandles' to 'true' which we don't want to do (we need to avoid socket inheritance).\r\n\r\n@iftahbe @ayende Can we assume that we have two opposite requirements and we cannot do much here, except reverting to built-in Process and waiting for MS to fix the handle issue?"""
8072,441298731,"b""Yes, I don't think that we have any way to handle this that would actually work for us, in this case.\r\nLet's mark this as waiting for MS and close this."""
8072,441298878,b'Is there any code that was already merged that we need to revert?'
8045,441361107,"b'I have been running this on Windows live environments and it appears to be behaving properly. We might want to do a few other tests there, but the approach seems to be sound. '"
8072,441361489,"b'Yes, I will do the reverts.'"
8078,441427204,"b""@ppekrol I don't follow why you want this. \r\nIt is all handled server side, and the Studio is not aware of the filtered out notifications.\r\n\r\nAbout the question whether it should also be per-database... I assumed that people will filter out mostly performance hints which should be server wide but if you think there are use-cases where people need this per database I can change that."""
8078,441430866,"b""I've meant that we should move `public HashSet<string> FilteredOutNotifications { get; set; }` to `StudioConfiguration.cs` and let @ml054 add this to the UI, so users can configure it via Studio when Server is running.\r\n\r\nFiltering should be done server-side as you do it now."""
8078,441441658,"b""@ppekrol One of the reasons to do this is to allow the admin to shut down notifications.\r\nThis shouldn't be something that any user can edit.\r\n\r\nI'm fine with having _additional_ items that are filtered, but the base line is fixed"""
8082,441454840,b'Updated'
8099,441469265,"b'We already have this in 4.2, we are missing only graph there. Please make any additions there.\r\n\r\nIn general, you cannot attach to yourself and passive mode on live-system is returning incomplete results. Check how we are handling that there.'"
8078,441472461,"b""@iftahbe add what I've wrote about to 4.2. For 4.1 this is enough."""
8099,441563983,"b""You are correct. It doesn't provide the stack trace for running threads.\r\nI also added it to the rvn tool. I'll create another PR."""
8099,441565662,"b'Ok, remember that we want same format as in Raven.Debug.'"
8082,441568057,"b""I'm pretty sure i pushed a commit yesterday and its not showing"""
8085,441610409,"b'Note that `let array = new string[] {""one"", ""two""}` isn\'t the collection of dynamics. The problem is `string[]` which becomes `System.Array` that doesn\'t have `Where()`. Please check:\r\n\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-12373#focus=streamItem-67-32349-0-0'"
8036,441673054,"b'@efratshenhar LGTM, but I think that 1 test is affected http://jenkins.hibernatingrhinos.com/job/PR_Tests_v4.1/2116/ (rescheduled CI to confirm). Can you take a look?'"
8102,441684866,b'updated'
8102,441785534,"b'Also, check the failing tests'"
8036,441985975,b'yes'
8110,442083662,"b""@arekpalinski are you sure that all requests are going through the ExecuteWithReplication method (i don't remember)?\r\nThe issue is that we might have a wrong request executor between the constructor of the AsyncServerClient and the first execute with replication since the executor is selected according to the topology.\r\nThe original issue was that we always started with replication executor and if we found out in an async manner that we are actually running as a cluster node we would switch executors midway leaving the AsyncServerClient in a faulty state where leader node was null and we expected it to be set and such errors.\r\n"""
8110,442091443,"b""I'm not 100% sure this is a valid change. I'm waiting for tests.\r\n\r\nAll of the public methods go through `ExecuteWithReplication` and this is the only place where `RequestExecuter.ExecuteOperationAsync` is called."""
8111,442136163,"b""The test failure is a check to show that a all admin routes have `admin` in them. Need to handle that somehow.\r\nI don't think we have any backward compatibility concerns here, though."""
8111,442137375,b'This is only used by studio so it can be changed to `/admin/studio-tasks/full-data-directory` without a problem.'
8102,442336602,b'There is a failing test that needs to be handled.'
8102,442336771,"b'There are also conflicts from my recent merge, please fix them and re-sumbit the PR'"
8076,442358403,b'Fixed and created new PR here https://github.com/ravendb/ravendb/pull/8119'
8110,442360790,"b""@talweiss1982 \r\nTests seems to be fine (I've just pushed a commit fixing one test).\r\n\r\nAs I mentioned `RequestExecuter.ExecuteOperationAsync` is called only in `ExecuteWithReplication` so I think it's enough to ensure that `UpdateTopologyAsync` is completed before calling `RequestExecuter.ExecuteOperationAsync`.\r\n\r\nAlthough, please pull my changes and review the code. You have much wider view on the clustering stuff and how this change could affect it."""
8116,442370513,"b'I can do studio part, once you add extra property which tells about total results with regards to RQL limit, offset. '"
8102,442455887,b'I have resolved conflicts in my PR are there new modification you made?\r\n Which test is failing i have passed fast test and on slow test only SQL test failed from what i recall.'
8102,442476380,b'Probably `SlowTests.Graph.SortGraphQueries.SortOnObjectShouldWork` test - http://jenkins.hibernatingrhinos.com/job/PR_Tests_v4.2/184/'
8110,442503481,b'@arekpalinski I have pulled your code yesterday and it looks legit.\r\n'
8116,442505453,"b""@ayende I have made those changes myself but @ppekrol didn't agree with this logic """
8102,442512880,"b""@arekpalinski \r\nI was afraid this test might be flaky.\r\nSince now we don't really do a real comparison on blittable might as well delete the test since we can't know the order of objects."""
8110,442737809,"b""OK. Thank you. I'm merging it."""
8116,442744011,"b""@talweiss1982 Can you link your PR or a commit? What were Pawel's comments there?\r\n\r\nThe logic here looks legit although Marcin noticed some problem - http://issues.hibernatingrhinos.com/issue/RavenDB-11650#focus=streamItem-67-32466-0-0 We'll have a look at this shortly"""
8127,442750407,"b'@arekpalinski regaring this fixed needing to be back port into v4.0 and v4.1, i started working on v4.2 since the issue was found on v4.2 and i felt it is more safe to introduce changes to v4.2 and if everything works backport to v4.0 and v4.1, do you agree or should i have worked on v4.0 from the start?'"
8116,442769525,"b""After discussing it with Tal we agreed those changes are fine. Marcin converted `TotalResultsWithOffsetAndLimit` to be nullable and writing it to the response only if `!= null` so he can distinguish properly in the studio. His PR: https://github.com/ravendb/ravendb/pull/8131 Although he's currently checking how it works with fanout indexes."""
8102,442810734,"b'Yes, we have a stable sort on the _existing_ system, but never between runs, so that might certainly be it.\r\nCan you remove the test and reissue the PR?'"
8102,442811070,"b""@ayende I'm just running the test and will submit a fixed PR once they pass"""
8102,442811398,"b'acouple of tests are failing i might have done something wrong in the merge, checking.'"
8134,442851725,"b""The same test has failed - `SlowTests.Graph.SortGraphQueries.SortOnObjectShouldWork`. Oren suggested to remove it - https://github.com/ravendb/ravendb/pull/8102#issuecomment-442810734 or maybe skip it as it's expected to be flaky currently"""
8134,442852221,"b""it's a merge failure, I have deleted it not sure how it came back."""
8130,442877650,"b'Side question, I could optimize the process because I understand the underlying behavior. Would it make sense to do so as an additional ticket?'"
8130,442947854,"b""What do you mean? How often do you think we'll be calling something like this?"""
8130,442948223,"b'Not at all, I use it for debugging... but I dont know if it has any other use. '"
8130,442950596,b'no point in optimizing it if it is fast enough that on your scenario it takes only a minute'
8116,442986424,b'@talweiss1982 The reason for this is that the impl we started with had a lot of issues for usage in the stuido'
8116,443116631,b'Closing this. It will be merged in https://github.com/ravendb/ravendb/pull/8131'
8134,443117978,b'Merged in https://github.com/ravendb/ravendb/pull/8135'
8036,443123658,b'@efratshenhar Did you have a chance to check this test?'
8136,443139152,"b""@maximburyak @aviviadi \r\n\r\nAll the tests are passing, so now we need to do a perf run to see if this is worth it.\r\n\r\n@maximburyak You have the specific test scenario that triggered this issue.\r\n@aviviadi I want you to look at the general perf benchmark to see if we didn't hurt the generic perf."""
8132,443143720,b'The debug package is getting the stack traces from a different code path.\r\nThis endpoint is for getting a specific thread stack trace and will be used for the studio.'
8139,443487127,"b""Test failed for `AppDomainUnload` reason, don't think it is related, re-running"""
8133,443491078,b'With this PR `CanMigrateFromRavenDb` test should fail and will be address in http://issues.hibernatingrhinos.com/issue/RavenDB-12414'
8139,443500647,b'Tests passed in re-run'
8045,443501039,b'@redknightlois Can you fix the conflicts and the comments on this PR and re-submit it?'
8045,443512075,b'Still running this on production to figure out the kinks. I am still not satisfied'
8127,443516329,"b""I think that there is a need for bigger refactoring of how we work with builders but i think this should be out of the scope of this issue, I'll open a new issue for future refactoring."""
8133,443622394,b'@karmeli87 Could you explain why those changes made `CanMigrateFromRavenDb` test fail? Where is the change which changed the import behavior?'
8133,443623147,b'On documents import we remove the `@counter` metadata.\r\nSo when we start to import the counters it will generate this metadata property and therefore create a new revision.'
8036,444389020,b'Closing it for now. Efrat will get back to it next week.'
8159,444405507,"b""We got a lot of test failures. I've re-run the test suit"""
8160,444408080,"b""Almost all tests have failed. Exception:\r\n```\r\nRaven.Client.Exceptions.Server.ServerLoadFailureException : Failed to load system storage \\r\\nAt :memory:\\r\\n---- System.AggregateException : One or more errors occurred. \r\n(Unable to find an entry point named 'DiscardVirtualMemory' in DLL 'kernel32.dll'.)\\r\\n-------- System.EntryPointNotFoundException : Unable to find an entry point named 'DiscardVirtualMemory' in DLL 'kernel32.dll'.\r\n```"""
8160,444408268,b'What is the operating system that we use?'
8160,444409445,b'Tests were run in scratch1 machine - windows server 2012 r2 standard'
8160,444409750,b'I would expect this to actually have this API'
8160,444414065,b'The OS version is `Microsoft Windows [Version 6.3.9600]`'
8160,444417434,b'I started another test run on scratch5 (Windows Server 2016 Standard `Version 10.0.14393`):\r\nhttp://jenkins.hibernatingrhinos.com/job/PR_Tests_v4.1/2161/'
8170,444621962,b'LGTM'
8159,444623207,"b'@arekpalinski Yes, not all `MemoryStream` are created equal. There are a few that would require we look deeper into how to tackle them, luckily they are not such a big resource hog, so we can skip them... The whole pipes and `Span<T>` effort would make such work useless anyways.'"
8160,444625301,b'That explains it... `DiscardVirtualMemory` is supported after `Windows Server 2012 R2 **Update** ` . Now check how to figure out whats the moniker for that one \xf0\x9f\x94\xae '
8160,444766223,b'*Serious* There is a difference between R2 and R2 Update ?!\r\nThat is just seriously bad naming.'
8159,444777290,"b""All tests passed after your changes. Waiting for your confirmation it doesn't cause any perf issues so we can merge it."""
8160,444792265,b'Windows 8.1 (Update 1): 6.3.9600\r\nWindows 8.1: 6.3.9200\r\n\r\nOur build: 6.3.9600 and it is still failing\r\n\r\n'
8148,444824221,b'Merging it. Tests might be added in separate PR.'
8127,444854467,b'We need that for 4.0 / 4.1'
8176,444870790,b'I wrote the wrong issue number on the PR this is actually a PR for RavenDB-12393'
